agent,year,month,bookings,stays,cancellations,total_nights_stayed,total_weekend_nights_stayed,total_week_nights_stayed,average_lead_time,average_booking_changes,no_deposit,non_refund,refundable,bb,hb,fb,no_meal,parking_required,special_requests,check_out,cancelled,no_show,adr,online,offline,groups_ms,direct_ms,corporate_ms,ta_to,direct_dc,corporate_dc,gds,repeated_guests,previous_cancellations,previous_bookings,transients,transient_parties,contracts,groups,city,resort,adults,children,babies,guests
336,2016,October,3,2,1,9,5,4,67.0,0.0,3,0,0,2,1,0,0,0,1,2,1,0,78.88888888888889,0,3,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,3,5,0.0,0,5.0
118,2016,July,10,6,4,41,17,24,88.7,0.0,10,0,0,10,0,0,0,0,6,6,2,2,77.44024390243902,0,10,0,0,0,10,0,0,0,0,0,0,8,2,0,0,10,0,19,0.0,0,19.0
390,2017,April,56,45,11,224,0,224,127.26785714285714,0.14285714285714285,56,0,0,56,0,0,0,0,0,45,11,0,118.53571428571429,0,56,0,0,0,56,0,0,0,0,0,0,0,56,0,0,56,0,109,0.0,0,109.0
229,2017,August,124,66,58,296,104,192,481.18548387096774,0.12903225806451613,83,41,0,124,0,0,0,0,65,66,57,1,102.81277027027008,0,92,32,0,0,124,0,0,0,1,0,0,42,81,0,1,124,0,242,3.0,0,245.0
168,2016,October,5,5,0,22,7,15,138.8,0.4,5,0,0,3,0,0,2,0,0,5,0,0,73.88636363636364,0,5,0,0,0,5,0,0,0,0,0,0,3,2,0,0,5,0,10,0.0,0,10.0
23,2016,October,3,3,0,5,2,3,16.666666666666668,0.0,3,0,0,3,0,0,0,0,2,3,0,0,97.6,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,5,0.0,0,5.0
370,2016,November,3,3,0,6,6,0,4.0,0.0,3,0,0,3,0,0,0,0,3,3,0,0,75.0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0.0,0,3.0
152,2017,April,5,5,0,8,3,5,0.8,0.2,5,0,0,0,0,0,5,0,0,5,0,0,87.48749999999998,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,9,0.0,0,9.0
2,2015,October,20,16,4,77,20,57,73.4,0.25,20,0,0,15,5,0,0,0,4,16,4,0,62.617142857142866,0,20,0,0,0,20,0,0,0,0,4,0,4,7,9,0,9,11,39,3.0,0,42.0
36,2016,February,2,2,0,8,0,8,66.0,0.0,2,0,0,2,0,0,0,0,0,2,0,0,47.15,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,4,0.0,0,4.0
NULL,2016,June,429,327,102,1104,259,845,62.81118881118881,0.2634032634032634,370,59,0,351,38,2,38,55,173,327,96,6,102.60826992753618,21,0,84,158,138,67,211,151,0,85,36,651,366,61,0,2,227,202,666,29.0,10,705.0
175,2017,July,12,7,5,75,22,53,135.25,0.0,12,0,0,7,3,2,0,2,2,7,5,0,158.1628,10,2,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,28,2.0,1,31.0
20,2016,June,21,19,2,42,0,42,63.857142857142854,0.14285714285714285,21,0,0,21,0,0,0,0,0,19,2,0,94.28571428571429,0,21,0,0,0,21,0,0,0,0,0,0,1,20,0,0,21,0,39,0.0,0,39.0
83,2016,July,29,24,5,93,27,66,125.58620689655173,0.4827586206896552,29,0,0,23,5,0,1,1,8,24,5,0,95.69655913978491,0,29,0,0,0,29,0,0,0,0,1,0,28,0,1,0,29,0,58,8.0,0,66.0
155,2017,May,2,0,2,3,2,1,127.5,0.0,2,0,0,2,0,0,0,0,1,0,2,0,155.0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,4,0.0,0,4.0
21,2016,June,16,0,16,48,16,32,197.0,0.0,0,16,0,16,0,0,0,0,0,0,16,0,80.0,0,16,0,0,0,16,0,0,0,0,16,0,16,0,0,0,16,0,32,0.0,0,32.0
359,2016,November,21,21,0,21,0,21,8.0,0.047619047619047616,21,0,0,21,0,0,0,0,0,21,0,0,130.47619047619048,0,21,0,0,0,21,0,0,0,0,0,0,0,21,0,0,21,0,41,0.0,0,41.0
171,2017,July,3,2,1,21,6,15,195.0,0.3333333333333333,3,0,0,0,3,0,0,1,1,2,1,0,161.86,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0.0,1,8.0
135,2015,November,1,1,0,2,0,2,5.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
464,2016,December,39,39,0,302,86,216,40.256410256410255,0.23076923076923078,39,0,0,0,1,0,38,0,5,39,0,0,72.23056291390729,0,39,0,0,0,39,0,0,0,0,0,0,37,2,0,0,0,39,65,0.0,0,65.0
134,2017,August,2,2,0,13,4,9,129.0,0.0,2,0,0,1,0,1,0,0,0,2,0,0,181.46153846153845,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,4,1.0,0,5.0
91,2016,May,2,2,0,5,2,3,3.5,0.0,2,0,0,2,0,0,0,0,0,2,0,0,95.0,0,0,0,0,2,0,0,2,0,2,0,4,2,0,0,0,2,0,2,0.0,0,2.0
173,2016,April,3,3,0,7,2,5,85.33333333333333,0.0,3,0,0,3,0,0,0,0,3,3,0,0,108.55714285714284,0,3,0,0,0,3,0,0,0,0,0,0,1,2,0,0,3,0,8,0.0,0,8.0
250,2015,October,67,59,8,247,53,194,40.492537313432834,0.14925373134328357,67,0,0,60,7,0,0,19,52,59,6,2,73.28218623481781,0,1,0,66,0,1,66,0,0,0,1,0,54,0,12,1,0,67,129,17.0,1,147.0
68,2016,April,25,0,25,100,50,50,143.0,0.0,0,25,0,0,0,25,0,0,0,0,25,0,84.0,0,0,25,0,0,25,0,0,0,0,0,0,25,0,0,0,0,25,50,0.0,0,50.0
156,2016,October,4,0,4,25,7,18,203.75,0.25,4,0,0,3,1,0,0,0,2,0,4,0,65.7132,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,9,1.0,1,11.0
NULL,2017,April,757,489,268,2307,541,1766,69.54557463672391,0.5033025099075297,581,175,1,673,56,12,16,79,272,489,264,4,89.41925877763332,21,44,270,197,182,304,227,226,0,87,38,462,496,255,0,6,401,356,1164,37.0,6,1207.0
410,2017,May,33,24,9,130,61,69,137.96969696969697,0.30303030303030304,33,0,0,33,0,0,0,0,15,24,9,0,53.265692307692326,0,33,0,0,0,33,0,0,0,0,0,0,33,0,0,0,0,33,64,0.0,0,64.0
6,2017,July,250,210,40,581,115,466,388.176,0.288,250,0,0,55,190,4,1,3,105,210,40,0,111.79165232358034,0,185,65,0,0,250,0,0,0,1,0,2,27,223,0,0,236,14,441,1.0,3,445.0
69,2017,July,3,2,1,28,9,19,144.66666666666666,0.0,3,0,0,1,2,0,0,0,3,2,1,0,150.01500000000001,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,1.0,0,8.0
243,2016,August,15,15,0,140,40,100,197.2,0.0,15,0,0,9,6,0,0,0,6,15,0,0,88.97600000000003,0,15,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15,30,0.0,1,31.0
336,2016,March,3,3,0,4,3,1,3.6666666666666665,0.3333333333333333,3,0,0,3,0,0,0,0,1,3,0,0,29.0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0.0,0,6.0
175,2016,June,2,2,0,14,4,10,146.5,1.0,2,0,0,2,0,0,0,0,0,2,0,0,69.3,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,4,0.0,0,4.0
306,2017,May,1,1,0,1,0,1,1.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,88.56,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
104,2017,May,1,1,0,1,0,1,1.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,72.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
61,2015,September,2,2,0,14,4,10,20.0,0.0,2,0,0,2,0,0,0,0,2,2,0,0,85.95000000000002,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,3,0.0,0,3.0
56,2016,April,74,68,6,74,0,74,52.2972972972973,0.16216216216216217,74,0,0,3,71,0,0,0,0,68,6,0,97.37837837837837,0,74,0,0,0,74,0,0,0,0,0,0,1,73,0,0,74,0,137,0.0,0,137.0
22,2016,September,20,20,0,66,28,38,135.7,0.05,20,0,0,20,0,0,0,0,7,20,0,0,89.76015151515152,0,20,0,0,0,20,0,0,0,0,0,0,20,0,0,0,20,0,44,1.0,0,45.0
157,2016,October,2,2,0,6,2,4,43.5,0.0,2,0,0,2,0,0,0,0,0,2,0,0,110.2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,3,1.0,0,4.0
8,2015,October,57,46,11,204,59,145,62.24561403508772,0.05263157894736842,57,0,0,52,0,0,5,2,60,46,10,1,88.48411764705884,44,13,0,0,0,57,0,0,0,0,1,0,43,6,8,0,44,13,109,0.0,0,109.0
8,2015,November,16,12,4,72,17,55,28.75,0.0,16,0,0,15,0,0,1,4,5,12,3,1,74.30805555555555,7,9,0,0,0,16,0,0,0,1,3,0,11,4,1,0,7,9,31,0.0,0,31.0
115,2016,September,1,0,1,7,2,5,315.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,64.8,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
3,2017,April,27,4,23,84,22,62,135.37037037037038,0.37037037037037035,7,20,0,21,6,0,0,0,8,4,23,0,90.87857142857143,0,7,20,0,0,27,0,0,0,1,0,4,21,5,0,1,21,6,54,0.0,0,54.0
240,2017,June,660,309,351,3257,869,2388,152.1621212121212,0.2818181818181818,660,0,0,521,138,0,1,86,678,309,347,4,134.20069389008302,660,0,0,0,0,657,3,0,0,11,1,26,610,50,0,0,0,660,1299,197.0,11,1507.0
10,2016,March,11,11,0,35,6,29,56.90909090909091,0.09090909090909091,11,0,0,2,0,0,9,1,2,11,0,0,75.29428571428572,10,0,0,1,0,10,1,0,0,1,0,1,11,0,0,0,10,1,19,1.0,0,20.0
115,2016,August,3,3,0,25,6,19,220.33333333333334,0.0,3,0,0,1,2,0,0,0,4,3,0,0,163.55,0,3,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,3,6,0.0,0,6.0
77,2016,November,2,1,1,6,2,4,12.0,0.5,2,0,0,2,0,0,0,0,0,1,1,0,99.0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0.0,0,2.0
3,2016,November,1,0,1,4,2,2,26.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,78.2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
28,2016,November,142,136,6,447,114,333,50.37323943661972,0.02112676056338028,142,0,0,136,6,0,0,1,29,136,4,2,80.4334451901566,0,142,0,0,0,142,0,0,0,5,0,2,139,3,0,0,142,0,285,2.0,3,290.0
1,2017,February,70,2,68,134,1,133,566.8857142857142,0.02857142857142857,2,68,0,70,0,0,0,0,1,2,68,0,62.17910447761194,0,1,69,0,0,70,0,0,0,2,0,4,68,0,0,2,70,0,132,0.0,0,132.0
195,2017,March,10,9,1,14,5,9,22.0,0.0,10,0,0,3,0,0,7,0,0,9,1,0,96.58571428571429,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,11,0.0,0,11.0
12,2017,May,45,18,27,112,45,67,197.44444444444446,0.022222222222222223,23,22,0,45,0,0,0,0,12,18,27,0,112.32142857142857,0,17,28,0,0,45,0,0,0,0,0,0,22,23,0,0,45,0,84,0.0,0,84.0
45,2016,January,6,5,1,7,0,7,0.6666666666666666,0.5,6,0,0,6,0,0,0,2,2,5,1,0,0.0,0,0,0,0,0,0,5,1,0,3,4,22,6,0,0,0,6,0,7,0.0,0,7.0
89,2016,February,1,1,0,4,1,3,28.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,66.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
290,2016,September,3,3,0,3,3,0,35.0,0.0,3,0,0,3,0,0,0,0,0,3,0,0,99.0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0.0,0,3.0
196,2016,April,4,3,1,21,5,16,125.75,0.25,4,0,0,1,3,0,0,0,4,3,1,0,75.61904761904762,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,9,1.0,0,10.0
254,2017,February,1,1,0,2,0,2,9.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,35.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0.0,0,1.0
21,2015,October,71,38,33,185,71,114,162.45070422535213,0.028169014084507043,53,18,0,53,18,0,0,0,0,38,33,0,83.22232432432433,0,71,0,0,0,71,0,0,0,0,0,0,20,51,0,0,71,0,139,0.0,0,139.0
85,2015,October,6,6,0,21,2,19,3.8333333333333335,0.0,6,0,0,6,0,0,0,0,2,6,0,0,79.53571428571429,0,6,0,0,0,6,0,0,0,0,0,0,5,0,0,1,6,0,12,0.0,0,12.0
12,2015,November,31,30,1,110,19,91,56.74193548387097,0.3548387096774194,31,0,0,31,0,0,0,0,1,30,1,0,70.26854545454546,0,31,0,0,0,31,0,0,0,1,0,0,1,30,0,0,31,0,52,0.0,0,52.0
27,2017,August,9,9,0,40,11,29,146.33333333333334,0.0,9,0,0,9,0,0,0,0,4,9,0,0,82.35,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,18,0.0,0,18.0
NULL,2016,July,401,335,66,1164,324,840,39.39650872817955,0.2793017456359102,398,3,0,359,27,3,12,68,228,335,60,6,138.99991408934702,15,8,0,217,140,25,235,141,0,65,43,641,328,72,0,1,216,185,674,65.0,8,747.0
96,2016,August,14,11,3,72,24,48,162.35714285714286,0.14285714285714285,13,1,0,12,2,0,0,0,7,11,3,0,138.24375000000003,0,14,0,0,0,14,0,0,0,0,0,0,8,6,0,0,0,14,28,3.0,0,31.0
171,2016,October,18,15,3,119,38,81,106.5,0.2222222222222222,18,0,0,15,3,0,0,0,3,15,3,0,52.505798319327745,0,18,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,18,36,3.0,0,39.0
15,2016,November,9,8,1,28,3,25,73.0,0.7777777777777778,9,0,0,6,3,0,0,0,0,8,1,0,77.60285714285713,6,3,0,0,0,9,0,0,0,0,0,0,9,0,0,0,6,3,18,3.0,0,21.0
251,2017,April,13,10,3,13,4,9,95.46153846153847,0.0,13,0,0,13,0,0,0,0,7,10,3,0,71.6923076923077,0,13,0,0,0,13,0,0,0,0,0,0,9,4,0,0,0,13,25,0.0,0,25.0
434,2017,May,32,30,2,224,64,160,157.65625,0.875,32,0,0,0,32,0,0,0,6,30,2,0,80.625,0,0,32,0,0,32,0,0,0,0,0,0,2,30,0,0,0,32,53,0.0,0,53.0
436,2017,August,2,1,1,21,6,15,170.5,0.0,2,0,0,2,0,0,0,0,0,1,1,0,117.60000000000002,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,4,0.0,0,4.0
270,2016,November,1,1,0,2,0,2,18.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,30.0,0,0,0,0,1,0,0,1,0,1,0,9,1,0,0,0,0,1,1,0.0,0,1.0
223,2016,September,17,17,0,18,16,2,8.529411764705882,0.058823529411764705,17,0,0,17,0,0,0,1,0,17,0,0,87.66666666666667,0,0,17,0,0,0,0,17,0,0,0,0,1,16,0,0,0,17,28,0.0,0,28.0
306,2017,June,2,2,0,6,1,5,0.5,0.0,2,0,0,2,0,0,0,1,0,2,0,0,89.06666666666666,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,4,0.0,0,4.0
22,2016,January,4,2,2,16,4,12,73.25,0.0,4,0,0,4,0,0,0,0,1,2,2,0,73.0625,0,4,0,0,0,4,0,0,0,1,1,0,4,0,0,0,4,0,8,0.0,0,8.0
11,2016,February,22,19,3,73,23,50,35.40909090909091,0.0,22,0,0,14,0,0,8,0,4,19,3,0,63.629999999999995,22,0,0,0,0,22,0,0,0,1,1,0,22,0,0,0,22,0,39,5.0,0,44.0
9,2016,April,1600,976,624,4974,1517,3457,56.915,0.2,1600,0,0,1233,43,0,324,44,1048,976,592,32,113.18696823482107,1600,0,0,0,0,1600,0,0,0,0,2,2,1384,195,21,0,1600,0,3133,244.0,6,3383.0
86,2016,April,7,4,3,10,3,7,29.857142857142858,0.0,7,0,0,7,0,0,0,0,0,4,3,0,90.28200000000001,0,7,0,0,0,7,0,0,0,0,0,0,7,0,0,0,7,0,9,1.0,0,10.0
23,2017,March,1,0,1,4,0,4,44.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,110.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0.0,0,3.0
296,2017,March,21,14,7,63,42,21,199.76190476190476,0.19047619047619047,21,0,0,17,4,0,0,0,0,14,7,0,79.35714285714286,0,0,21,0,0,21,0,0,0,0,0,0,0,21,0,0,21,0,39,0.0,0,39.0
168,2017,August,28,27,1,117,33,84,154.64285714285714,0.10714285714285714,28,0,0,19,5,0,4,2,2,27,1,0,97.05213675213676,0,28,0,0,0,28,0,0,0,0,0,0,28,0,0,0,28,0,57,8.0,0,65.0
423,2017,August,8,7,1,21,5,16,63.25,0.0,8,0,0,3,1,0,4,0,5,7,1,0,110.34904761904764,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,8,0,13,1.0,0,14.0
425,2017,August,4,3,1,13,7,6,78.5,0.5,4,0,0,4,0,0,0,1,2,3,1,0,158.5076923076923,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,8,0.0,0,8.0
310,2017,August,2,2,0,5,4,1,38.5,0.0,2,0,0,2,0,0,0,0,0,2,0,0,140.0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0.0,0,2.0
2,2016,July,13,9,4,116,34,82,190.30769230769232,0.0,13,0,0,9,4,0,0,0,14,9,4,0,102.12689655172414,0,13,0,0,0,13,0,0,0,0,0,0,4,0,9,0,2,11,27,0.0,1,28.0
240,2017,July,808,399,409,4296,1193,3103,136.9740099009901,0.2784653465346535,808,0,0,580,226,0,2,74,865,399,404,5,195.4134310986967,807,0,0,0,0,807,1,0,0,8,0,14,733,74,0,1,0,808,1645,341.0,3,1989.0
171,2016,November,18,18,0,120,34,86,38.0,0.05555555555555555,18,0,0,9,9,0,0,0,0,18,0,0,47.6705,0,18,0,0,0,18,0,0,0,1,0,1,18,0,0,0,0,18,33,0.0,0,33.0
468,2017,February,2,2,0,2,0,2,0.0,0.0,2,0,0,2,0,0,0,0,2,2,0,0,36.4,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,3,0.0,0,3.0
184,2017,June,2,2,0,2,1,1,4.0,0.0,2,0,0,2,0,0,0,1,0,2,0,0,89.5,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0.0,0,2.0
6,2017,January,36,36,0,144,48,96,38.138888888888886,0.08333333333333333,36,0,0,31,3,2,0,7,4,36,0,0,39.08715277777778,0,36,0,0,0,35,0,1,0,4,0,7,35,0,0,1,1,35,66,2.0,1,69.0
307,2017,May,1,1,0,1,0,1,13.0,0.0,1,0,0,1,0,0,0,1,3,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
30,2016,May,155,141,14,493,2,491,311.16129032258067,0.34838709677419355,155,0,0,155,0,0,0,0,26,141,14,0,107.61460446247465,0,0,155,0,0,155,0,0,0,0,0,1,0,155,0,0,155,0,287,0.0,0,287.0
83,2017,July,25,15,10,104,30,74,136.16,0.32,25,0,0,17,2,0,6,0,0,15,9,1,121.62269230769235,25,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,25,0,52,7.0,0,59.0
91,2016,December,1,1,0,2,0,2,9.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,79.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0.0,0,1.0
464,2017,June,1,1,0,2,0,2,34.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
244,2015,July,1,1,0,7,2,5,44.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,152.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
261,2015,September,1,0,1,10,4,6,4.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,103.22,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0.0,0,3.0
177,2015,November,12,9,3,51,11,40,29.666666666666668,0.16666666666666666,12,0,0,7,4,1,0,1,5,9,3,0,38.07549019607843,0,12,0,0,0,12,0,0,0,0,0,0,10,2,0,0,0,12,20,0.0,0,20.0
240,2016,May,515,325,190,2228,609,1619,87.24854368932039,0.21553398058252426,515,0,0,470,45,0,0,102,437,325,188,2,83.70758078994609,515,0,0,0,0,515,0,0,0,7,6,9,470,45,0,0,0,515,1004,99.0,15,1118.0
69,2016,June,9,9,0,93,29,64,156.11111111111111,0.0,9,0,0,3,6,0,0,0,7,9,0,0,74.79032258064517,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,12,0.0,0,12.0
147,2016,January,1,1,0,2,1,1,3.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,29.01,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
56,2016,December,2,0,2,4,0,4,266.0,0.0,0,2,0,2,0,0,0,0,0,0,2,0,75.0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0.0,0,2.0
20,2016,March,6,6,0,6,0,6,0.3333333333333333,0.16666666666666666,6,0,0,5,1,0,0,0,1,6,0,0,50.25,0,6,0,0,0,6,0,0,0,0,0,0,1,5,0,0,6,0,6,0.0,0,6.0
168,2016,July,2,2,0,9,3,6,104.5,0.0,2,0,0,1,1,0,0,0,0,2,0,0,90.58333333333333,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,4,0.0,0,4.0
132,2017,August,7,7,0,25,7,18,149.71428571428572,0.42857142857142855,7,0,0,5,0,0,2,0,7,7,0,0,74.91999999999999,0,7,0,0,0,7,0,0,0,0,0,0,7,0,0,0,7,0,14,0.0,0,14.0
15,2016,May,37,31,6,191,57,134,31.756756756756758,0.13513513513513514,37,0,0,19,16,0,2,2,2,31,6,0,80.92439790575916,15,4,18,0,0,37,0,0,0,0,0,0,9,28,0,0,15,22,70,0.0,0,70.0
241,2017,June,99,70,29,478,134,344,120.38383838383838,0.04040404040404041,99,0,0,83,16,0,0,18,103,70,29,0,116.06271966527194,99,0,0,0,0,99,0,0,0,1,0,0,99,0,0,0,0,99,196,18.0,0,214.0
75,2017,July,3,2,1,21,8,13,120.66666666666667,1.0,3,0,0,1,2,0,0,0,3,2,1,0,118.61666666666666,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0.0,0,5.0
114,2015,August,1,1,0,5,1,4,62.0,0.0,1,0,0,0,1,0,0,0,1,1,0,0,160.48,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2.0,0,4.0
127,2016,August,2,2,0,6,3,3,58.0,0.0,2,0,0,2,0,0,0,0,1,2,0,0,172.9333333333333,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,5,1.0,0,6.0
35,2016,April,54,44,10,81,0,81,95.07407407407408,0.0,54,0,0,0,54,0,0,0,0,44,10,0,88.14814814814815,0,0,54,0,0,54,0,0,0,0,0,0,0,54,0,0,54,0,92,0.0,0,92.0
2,2017,August,1,1,0,2,0,2,9.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,144.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
40,2015,October,26,25,1,181,53,128,101.3076923076923,0.19230769230769232,26,0,0,20,6,0,0,0,5,25,0,1,52.522044198895024,0,22,0,0,4,22,0,4,0,2,0,3,7,0,19,0,4,22,43,0.0,0,43.0
6,2016,June,309,274,35,739,161,578,203.7799352750809,0.19093851132686085,293,16,0,78,231,0,0,2,196,274,35,0,98.7601894451962,0,309,0,0,0,309,0,0,0,0,0,0,41,268,0,0,297,12,557,0.0,0,557.0
2,2016,September,5,5,0,55,16,39,373.4,0.8,5,0,0,5,0,0,0,0,4,5,0,0,58.400909090909096,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,10,0.0,2,12.0
15,2017,June,10,6,4,27,9,18,83.9,0.2,10,0,0,5,1,0,4,0,1,6,2,2,102.06222222222222,3,6,0,0,0,10,0,0,0,0,0,0,10,0,0,0,6,4,19,0.0,0,19.0
154,2017,April,2,1,1,6,1,5,30.5,0.5,2,0,0,2,0,0,0,0,0,1,1,0,93.3,0,1,0,0,1,1,0,1,0,1,0,6,2,0,0,0,1,1,3,0.0,0,3.0
6,2016,January,26,26,0,97,28,69,29.923076923076923,0.2692307692307692,26,0,0,20,4,1,1,1,0,26,0,0,32.9618556701031,0,26,0,0,0,26,0,0,0,0,0,0,26,0,0,0,3,23,43,0.0,0,43.0
384,2016,April,2,2,0,2,0,2,0.0,0.0,2,0,0,2,0,0,0,0,1,2,0,0,42.0,0,0,0,0,2,0,0,2,0,2,0,3,2,0,0,0,0,2,2,0.0,0,2.0
12,2016,October,22,13,9,68,23,45,338.0,0.13636363636363635,22,0,0,22,0,0,0,0,12,13,9,0,77.76617647058826,0,22,0,0,0,22,0,0,0,0,0,0,0,22,0,0,22,0,42,0.0,0,42.0
234,2016,October,128,77,51,230,67,163,133.375,0.390625,128,0,0,128,0,0,0,0,16,77,46,5,124.04347826086956,0,113,15,0,0,128,0,0,0,0,0,1,2,124,0,2,128,0,141,0.0,0,141.0
195,2016,March,6,6,0,6,1,5,3.5,0.0,6,0,0,3,0,0,3,0,0,6,0,0,91.83333333333333,0,6,0,0,0,0,0,0,6,1,0,0,6,0,0,0,6,0,6,0.0,0,6.0
475,2017,May,8,8,0,16,8,8,80.25,0.0,8,0,0,8,0,0,0,0,0,8,0,0,126.0,0,8,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8,0,8,0.0,0,8.0
242,2016,February,27,25,2,98,20,78,18.185185185185187,0.1111111111111111,27,0,0,25,2,0,0,3,37,25,2,0,56.36428571428572,25,0,0,2,0,25,2,0,0,5,0,3,9,12,0,6,0,27,52,2.0,0,54.0
440,2017,March,56,18,38,1245,294,951,141.05357142857142,0.5714285714285714,56,0,0,0,56,0,0,0,14,18,38,0,57.73236947791165,0,0,56,0,0,56,0,0,0,0,0,0,1,55,0,0,0,56,108,0.0,0,108.0
315,2017,May,27,26,1,59,29,30,21.37037037037037,0.18518518518518517,27,0,0,26,1,0,0,2,23,26,1,0,116.87627118644068,0,3,24,0,0,27,0,0,0,0,0,0,2,24,1,0,24,3,53,0.0,0,53.0
195,2016,July,5,4,1,11,3,8,12.0,0.0,5,0,0,5,0,0,0,0,0,4,1,0,154.63545454545454,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,5,0.0,0,5.0
1,2016,August,230,9,221,404,29,375,351.3304347826087,0.017391304347826087,9,221,0,201,29,0,0,0,1,9,221,0,67.86336633663367,0,0,230,0,0,230,0,0,0,0,50,0,221,9,0,0,230,0,453,0.0,0,453.0
